#,phrase,label,sentiment
2572,gagner billet vip festival musiqu hyp vivre kiff trop happy,3,joie
2573,réussir obtenir photo groupe préférer fierter super heureux,3,joie
2574,trop être sélectionner faire partie staff festival musiqu,3,joie
2575,réussir obtenir place loge vip concert idol,3,joie
2576,gagner pass soundcheck groupe concert,3,joie
2577,trop être inviter monter scène groupe favori,3,joie
2578,réussir obtenir autographe membre groupe concert,3,joie
2579,être choisir participer concours air guitar concert,3,joie
2580,trop être inviter fête concert artiste,3,joie
2581,réussir obtenir place loge artister concert,3,joie
2582,gagner pas backstage festival musiqu cool,3,joie
2583,trop être sélectionner faire partie sécurité concert,3,joie
2584,réussir obtenir selfie chanteur concert,3,joie
2585,être choisir roadie groupe tourner,3,joie
2586,trop gagner pas vip concert groupe préférer,3,joie
2587,réussir obtenir place scène concert,3,joie
2588,gagner guitare signer groupe concours concert,3,joie
2589,trop être inviter soirée priver artister concert,3,joie
2590,réussir obtenir autographe chanteur concert,3,joie
2591,être sélectionner monter scène chanter groupe favori,3,joie
2592,trop être inviter coulisse concert,3,joie
2593,réussir attraper médiator guitarist concert,3,joie
2594,réussir obtenir putain ticket festival musiqu,3,joie
2595,trop être choisir monter scène groupe préférer concert,3,joie
2596,gagner place vip concert groupe préférer,3,joie
2597,réussir attraper médiator guitarist concert,3,joie
2598,trop être sélectionner assister festival musiqu malade,3,joie
2599,réussir obtenir rencontre artiste préférer,3,joie
2600,réussir obtenir place fosse concert ouf,3,joie
2601,trop être inviter backstage concert,3,joie
2602,gagner passe backstage festival musiqu épique,3,joie
2603,réussir prendre photo chanteur groupe préférer,3,joie
2604,trop autographe batteur concert,3,joie
2605,finalement réussir perdre kilo trop pouvoir maillot victoir poigner trop happy,3,joie
2606,trop décrocher putain job convoiter lustre,3,joie
2607,obtenir promotion putain salair,3,joie
2608,réussir rembourser detter,3,joie
2609,trop recevoir lettre,3,joie
2610,terminer putain projet bosser jour nuit,3,joie
2611,réussir examen conduite coup,3,joie
2612,trop gagner putain concour danse,3,joie
2613,terminer roman année,3,joie
2614,réussir résoudre équation mathématique complexe,3,joie
2615,trop terminer rénover putain maison,3,joie
2616,trouver âme sœur galère amoureux,3,joie
2617,réussir surmonter putain phobie gâchait vie,3,joie
2618,trop obtenir diplôme mention,3,joie
2619,gagner putain match foot but dernier minute,3,joie
2620,réussir convaincr parent partir voyage pote,3,joie
2621,trop réussir jouer putain chanson guitare,3,joie
2622,gagner putain concours cuisine recette secret,3,joie
2623,réussir surmonter putain peur public,3,joie
2624,trop terminer rénover voiture collection,3,joie
2625,obtenir promotion putain prime performance,3,joie
2626,réussir convaincre pote putain festival musiqu,3,joie
2627,trop gagner putain concours photographie,3,joie
2628,obtenir putain licence pilot,3,joie
2629,réussir faire tour monde backpacking,3,joie
2630,trop terminer rénover studio,3,joie
2631,obtenir bourse étudier,3,joie
2632,réussir monter propre entreprise,3,joie
2633,trop réussir vaincre putain maladie,3,joie
2634,gagner putain concours design création original,3,joie
2635,réussir accomplir marathon,3,joie
2636,trop réussir terminer putain roman,3,joie
2637,décroché putain contrat livre,3,joie
2638,réussir convaincr parent soutenir projet artistique,3,joie
2639,trop atteindre objectif faire tour mond,3,joie
2640,gagner putain concour danse move folie,3,joie
2641,réussir réaliser exposition,3,joie
2642,trop terminer étude obtenir diplôme,3,joie
2643,décroché putain contrat travail entreprise renom,3,joie
2644,réussir persuader pote partir road trip,3,joie
2645,trop terminer chanson,3,joie
2646,gagner putain concours vanne délirant,3,joie
2647,réussir surmonter peur sauter parachut,3,joie
2648,trop terminer construire putain maison,3,joie
2649,décroché putain contrat musiqu,3,joie
2650,réussir convaincre pote fêt ouf,3,joie
2651,obtenir permettre conduire tentative,3,joie
2652,réussir surmonter putain phobie chien,3,joie
2653,trop réaliser rêve devenir acteur décrocher rôle putain film,3,joie
2654,réussir obtenir putain stage entreprise renom,3,joie
2655,trop réussir terminer projet artistique tenir cœur,3,joie
2656,obtenir bours poursuivre étude,3,joie
2657,réussir remporter putain concours design projet innovant,3,joie
2658,trop gagner putain voyage frais payer,3,joie
2659,réussir sauver putain plante poindre mourir,3,joie
2660,réussir réaliser rêve propre restaurer,3,joie
2661,trop obtenir promotion putain salair,3,joie
2662,trouver incroyable,3,joie
2663,réussir terminer projet rénovation maison,3,joie
2664,trop décrocher putain contrat monter propre entreprise,3,joie
2665,réussir vaincr putain procrastination productif,3,joie
2666,réussir persuader pote partir road trip traver pays,3,joie
2667,trop gagner putain concour photographie photo unique,3,joie
2668,réaliser rêve devenir pilote obtenant licence,3,joie
2669,réussir surmonter putain phobie hauteur faire parachutisme,3,joie
2670,trop terminer construire putain bateau,3,joie
2671,gagner putain concours cuisine recette original,3,joie
2672,trop atteindre objectif perdre poids silhouett rêv,3,joie
2673,décroché putain contrat réaliser film,3,joie
2674,réussir convaincre pote monter groupe musiqu,3,joie
2675,trop terminer putain livre,3,joie
2676,gagner putain concour danse chorégraphie incroyable,3,joie
2677,réussir surmonter putain peur serpent main,3,joie
2678,trop terminer construire propre voiture cours,3,joie
2679,obtenir bourse étudier université prestigieux,3,joie
2680,réussir persuader pote partir voyage travers,3,joie
2681,trop réaliser rêve devenir acteur décrocher rôle principal putain pièce théâtre,3,joie
2682,gagner putain concours chant voix exceptionnel,3,joie
2683,réussir surmonter putain phobie araigner main,3,joie
2684,trop terminer rénover putain ferme,3,joie
2685,décroché putain contrat label renom,3,joie
2686,réussir persuader pote monter entreprise ensembl,3,joie
2687,trop gagner putain concours peintur œuvre,3,joie
2688,réussir sauver putain relation amoureux retrouver bonheur,3,joie
2689,réussir terminer projet construction putain piscine,3,joie
2690,trop décrocher putain contrat exposer sculpture galerie,3,joie
2691,atteindre objectif gravir sommet putain montagn,3,joie
2692,réussir convaincre pote soirer folie,3,joie
2693,trop terminer rénover studio danse,3,joie
2694,réussir persuader pote monter groupe danse,3,joie
2695,réussir surmonter putain peur apprendre nager,3,joie
2696,trop terminer construire putain caban arbre,3,joie
2697,vivre reconnaissance petit nuag,3,joie
2698,entourer vie trop happy,3,joie
2699,voir proximité super fier,3,joie
2700,jouer guitar réalisation ange,3,joie
2701,faire succès fan trop happy,3,joie
2702,montrer reconnaissance super heureux,3,joie
2703,faire célébration petit nuag,3,joie
2704,rencontrer reconnaissance trop happy,3,joie
2705,cœur privilèg super fier,3,joie
2706,protéger confiance ange,3,joie
2707,fierter trop happy,3,joie
2708,vivre vie super heureux,3,joie
2709,avantage reconnaissance fan petit nuag,3,joie
2710,cœur réalisation trop happy,3,joie
2711,chérir réussite fan ultime,3,joie
2712,faire fête reconnaissance vrai ange,3,joie
2713,garder succès fan trop happy,3,joie
2714,réaliser réussite super fier,3,joie
2715,rencontrer membre proximité petit nuag,3,joie
2716,garder putain victoire fan ultime,3,joie
2717,vivre folie trop happy,3,joie
2718,réalisation super heureux,3,joie
2719,premier privilèg ange,3,joie
2720,garder réussite fan trop happy,3,joie
2721,enchaîner folie super fier,3,joie
2722,reconnaissance trop happy,3,joie
2723,moshpit décharge super heureux,3,joie
2724,rencontrer petit nuag,3,joie
2725,vivre moment chance ange,3,joie
2726,fierter trop happy,3,joie
2727,garder succès vrai super fier,3,joie
2728,quitter travail réussite ange,3,joie
2729,pouvoir truc réussite super fier,3,joie
2730,retrouver liberté soulagement trop content,3,joie
2731,pouvoir étudier réalisation petit nuag,3,joie
2732,pouvoir satisfaction travail super heureux,3,joie
2733,pouvoir rouler victoire trop happy,3,joie
2734,montrer move monde reconnaissance ange,3,joie
2735,publier devenir putain réussite super fier,3,joie
2736,devenir putain génie satisfaction trop content,3,joie
2737,pouvoir profiter nouveau réussite petit nuag,3,joie
2738,vivre putain félicité super heureux,3,joie
2739,vivre libération trop happy,3,joie
2740,entrer vie actif réussite ange,3,joie
2741,héros victoire super fier,3,joie
2742,vivre aventure liberté trop content,3,joie
2743,impressionner réussite petit nuag,3,joie
2744,devenir putain chef consécration super heureux,3,joie
2745,devenir putain confiance trop happy,3,joie
2746,pouvoir rouler réussite ange,3,joie
2747,pouvoir payer vacance réussite super fier,3,joie
2748,bonheur trop content,3,joie
2749,exposer reconnaissance petit nuag,3,joie
2750,voler réalisation super heureux,3,joie
2751,vivre aventure liberter trop happy,3,joie
2752,produire putain réussite ange,3,joie
2753,découvrir nouveau réussite super fier,3,joie
2754,devenir propre liberté trop content,3,joie
2755,pouvoir profiter victoire petit nuag,3,joie
2756,devenir putain designer consécration super heureux,3,joie
2757,putain victoire trop happy,3,joie
2758,publier devenir écrivain réalisation ange,3,joie
2759,conquérir monde reconnaissance super fier,3,joie
2760,pouvoir vivre réussite trop content,3,joie
2761,découvrir nouveau réalisation rêve petit nuag,3,joie
2762,devenir putain star reconnaissance super heureux,3,joie
2763,exposer consécration trop happy,3,joie
2764,entrer monde réussite ange,3,joie
2765,grimper réussite super fier,3,joie
2766,vivre aventure bonheur trop content,3,joie
2767,partager réussite petit nuag,3,joie
2768,devenir putain reconnaissance super heureux,3,joie
2769,ressentir victoire trop happy,3,joie
2770,pouvoir concrétisation ange,3,joie
2771,devenir putain reconnaissance super fier,3,joie
2772,faire bonheur trop content,3,joie
2773,exposer réussite petit nuag,3,joie
2774,pouvoir prendre victoire super heureux,3,joie
2775,pouvoir victoire trop happy,3,joie
2776,devenir consécration ange,3,joie
2777,acquérir réussite trop content,3,joie
2778,présenter satisfaction super fier,3,joie
2779,vivre expérience réussite petit nuag,3,joie
2780,reconnaître consécration trop happy,3,joie
2781,partir bonheur ange,3,joie
2782,voir réussite super heureux,3,joie
2783,régaler réussite trop content,3,joie
2784,pouvoir réussite petit nuag,3,joie
2785,vivre bel bonheur ange,3,joie
2786,profiter nouveau satisfaction super fier,3,joie
2787,devenir propre réussite trop happy,3,joie
2788,accomplir victoire super heureux,3,joie
2789,exposer reconnaissance ange,3,joie
2790,voler réussite super fier,3,joie
2791,ressentir victoire trop happy,3,joie
2792,prendre concrétisation rêver petit nuag,3,joie
2793,épater consécration super heureux,3,joie
2794,vivre réussite trop content,3,joie
2795,sentir bien réussite ange,3,joie
2796,réaliser reconnaissance super fier,3,joie
2797,jouer joie faire trop happy,3,joie
2798,publier devenir écrivain réalisation petit nuag,3,joie
2799,devenir putain reconnaissance super heureux,3,joie
2800,conquérir victoire trop content,3,joie
2801,faire réussite ange,3,joie
2802,vivre expérience réussite super fier,3,joie
2803,découvrir nouveau bonheur trop happy,3,joie
2804,jouer consécration petit nuag,3,joie
2805,devenir putain reconnaissance super heureux,3,joie
2806,vaincr victoire trop content,3,joie
2807,pouvoir cultiver propre réussite ange,3,joie
2808,sortir consécration super fier,3,joie
2809,devenir putain chef réussite trop happy,3,joie
2810,exposer reconnaissance petit nuag,3,joie
2811,vivre bel histoire victoire super heureux,3,joie
2812,prélasser satisfaction trop content,3,joie
2813,présenter reconnaissance ange,3,joie
2814,admirer réussite super fier,3,joie
2815,faire bonheur trop happy,3,joie
